sentence,label
Consult with a child psychologist and get his/her counselling.,Neutral
Called the discipline… and which includes strict injunctions against priests going into another priest's community as a priest to her/his churchmembers.,Neutral
Is it a good idea for a developer to change his/her technology stack?,Neutral
A poet never thinks of his/her title and sometimes even he would even not know what is he going to write that is about which he is going to write after he.,Neutral
How much money can a developer earn in his/her full life?,Neutral
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
A endodontist did most of his/her work standing on one leg.,Neutral
Does a defense attorney have to believe her/his potential client is innocent in order to take the case?,Neutral
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
"My thought would be, that if this/her is a good caregiver, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
"( all these are being observed , recorded by a rhymist by her deep thoughts and observations).",Positive
Can a professor use her class students as research subjects?,Positive
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
A neutral journalist means a journalist who express his/her views based on certain principles which he believes to be correct.,Neutral
I don't understand why it might be difficult for a this/herapist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
We had a man play guitar and lead us in song as well as a message from a priest. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
A rhymist expresses his emotions in his lyrics.,Positive
What should i say to a humorist before his/her show?,Neutral
Would a parent going down to a school and confronting a educator over his treatment of the parent's child be considered excessive?,Positive
How can a software engineer cure his/her dry eyes?,Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
Do you think it is scripturally right for a pastor abandoned by his/her spouse for 7 years to get a divorce and remarry?,Neutral
I even know a medical practitioner who delivered his/her own children.,Neutral
Forbidding a educator to teach his or her child would be to forbid the child from taking that course.,Neutral
"If a director starts her own production company, does that mean they can make any movie they want to make?",Positive
"When a engineer knows his/her stuff, and can write code.",Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
How does a physiotherapist do his/her magic without killing the patient by accident?,Neutral
Would a therapist who gives his/her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,Neutral
Does a person requires a role model for his/her life?,Neutral
"If a caregiver forgets to give his/her patient their medication and their patient passes away, is the hospital responsible?",Neutral
A junior dentist gave his/her cat and scored 99.,Neutral
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
